SIGUNGU_NM,YEAR,주거지역,공업지역,상업지역,문화체육휴양지역,교통지역,공공시설지역,농업지역,산림지역,초지,습지,나지,수역,TOTAL_CHECK
마포구,2008,7256229.36,0.0,1305159.12,175325.04,4667105.21,3615629.49,210342.48,659565.39,3214076.47,23244.91,601964.38,4301474.08,26030115.93
마포구,2009,7138692.53,0.0,1311184.61,134529.92,4610922.71,5550626.64,122590.77,686583.55,3519570.06,28132.55,811924.56,4300655.69,28215413.59
마포구,2010,6916746.0,0.0,1750091.22,143344.39,4380131.59,4413131.93,92882.88,686546.68,3568100.19,39057.59,862927.81,4269804.37,27122764.650000002
마포구,2011,6694799.47,0.0,2188997.83,152158.85,4149340.48,3275637.23,63174.99,686509.8,3616630.32,49982.64,913931.06,4238953.06,26030115.73
마포구,2012,6472852.94,0.0,2627904.44,160973.32,3918549.36,2138142.53,33467.11,686472.93,3665160.46,60907.68,964934.32,4208101.75,24937466.84
마포구,2013,6250906.41,0.0,3066811.05,169787.79,3687758.25,1000647.83,3759.22,686436.06,3713690.59,71832.73,1015937.57,4177250.43,23844817.930000003
마포구,2014,3164791.61,795.02,1729679.43,238328.31,7654352.66,507059.18,26811.96,814667.84,4211409.15,131196.1,1186691.96,4179035.05,23844818.270000003
마포구,2015,3973337.75,596.26,1931699.13,222239.35,6700523.28,565377.07,23247.37,821037.16,4121820.64,116760.6,1191414.2,4176765.44,23844818.25
마포구,2016,4781883.9,397.51,2133718.82,206150.38,5746693.9,623694.95,19682.78,827406.48,4032232.13,102325.11,1196136.44,4174495.84,23844818.240000002
마포구,2017,5590430.05,198.75,2335738.52,190061.42,4792864.52,682012.84,16118.19,833775.8,3942643.62,87889.62,1200858.68,4172226.24,23844818.25
마포구,2018,6398976.2,0.0,2537758.21,173972.46,3839035.14,740330.72,12553.6,840145.12,3853055.11,73454.13,1205580.92,4169956.64,23844818.25
마포구,2019,2935569.56,795.02,1726445.28,259965.09,7840071.64,507766.62,26376.09,749234.31,4520288.51,131124.99,964987.61,4181728.86,23844353.579999994
마포구,2020,2910943.24,0.0,1746475.69,272824.08,7879632.42,523334.2,23484.35,749870.99,4604151.59,131462.34,824284.37,4178354.99,23844818.259999998
마포구,2021,2940856.46,0.0,1755670.42,271506.1,7857002.6,517956.6,21424.42,741652.47,4653181.52,127836.39,786154.87,4171576.42,23844818.269999996
마포구,2022,2943634.51,0.0,1784010.55,291615.64,7966006.4,523442.7,15718.94,736614.9,4754858.04,127836.39,549587.71,4151492.48,23844818.26
마포구,2023,2082774.62,5386.64,1609161.62,276750.1,9246116.72,418216.45,61729.47,732875.06,4570057.55,125863.13,568718.75,4147168.15,23844818.259999998
마포구,2024,2094241.42,5452.95,1601449.45,296838.16,9137042.74,469634.73,62361.04,732849.63,4658527.37,125863.14,524210.31,4136347.32,23844818.26
서대문구,2000,8605067.58,0.0,495718.95,0.0,950298.88,2400608.79,0.0,4677101.85,369036.36,72990.81,103883.2,0.0,17674706.419999994
서대문구,2001,8381321.56,0.0,554793.69,0.0,1153699.23,2285812.8,1645.45,4716717.79,354974.27,62563.55,137967.46,25210.61,17674706.41
서대문구,2002,8157575.55,0.0,613868.43,0.0,1357099.58,2171016.81,3290.9,4756333.73,340912.18,52136.29,172051.72,50421.22,17674706.409999996
서대문구,2003,7933829.53,0.0,672943.17,0.0,1560499.93,2056220.82,4936.35,4795949.67,326850.1,41709.03,206135.98,75631.83,17674706.41
서대문구,2004,7710083.51,0.0,732017.91,0.0,1763900.28,1941424.83,6581.8,4835565.6,312788.01,31281.77,240220.24,100842.45,17674706.4
서대문구,2005,7486337.49,0.0,791092.65,0.0,1967300.63,1826628.85,8227.25,4875181.54,298725.92,20854.52,274304.5,126053.06,17674706.41
서대문구,2006,7262591.47,0.0,850167.39,0.0,2170700.98,1711832.86,9872.7,4914797.48,284663.84,10427.26,308388.76,151263.67,17674706.410000004
서대문구,2007,7038845.46,0.0,909242.13,0.0,2374101.33,1597036.87,11518.15,4954413.42,270601.75,0.0,342473.02,176474.28,17674706.41
서대문구,2008,6932101.12,0.0,907606.85,8563.88,2371210.46,2783076.53,11518.15,4962023.14,270797.63,0.0,433719.05,176474.31,18857091.119999997
서대문구,2009,6825356.78,0.0,905971.58,17127.76,2368319.58,3969116.2,11518.15,4969632.86,270993.5,0.0,524965.08,176474.35,20039475.84
서대문구,2010,6820476.87,0.0,1020467.57,29957.94,2191761.28,3338192.27,16342.58,4948078.93,303895.7,0.0,632808.41,146301.96,19448283.509999998
서대문구,2011,6815596.95,0.0,1134963.57,42788.12,2015202.97,2707268.35,21167.01,4926525.0,336797.9,0.0,740651.73,116129.57,18857091.169999998
서대문구,2012,6810717.03,0.0,1249459.56,55618.3,1838644.67,2076344.42,25991.45,4904971.07,369700.1,0.0,848495.06,85957.18,18265898.84
서대문구,2013,6805837.11,0.0,1363955.56,68448.47,1662086.36,1445420.5,30815.88,4883417.14,402602.3,0.0,956338.39,55784.79,17674706.5
서대문구,2014,3395495.85,1373.17,1063792.75,143070.91,5041052.57,553385.59,70756.11,4957636.32,1381916.21,36504.18,993380.14,36342.62,17674706.42
서대문구,2015,4230146.19,1029.88,1089764.72,131335.38,4200023.2,728625.6,63359.45,4974340.09,1191284.88,34695.16,992449.36,37652.49,17674706.4
서대문구,2016,5064796.52,686.59,1115736.7,119599.86,3358993.84,903865.61,55962.8,4991043.85,1000653.56,32886.15,991518.58,38962.36,17674706.419999998
서대문구,2017,5899446.86,343.29,1141708.67,107864.34,2517964.47,1079105.61,48566.14,5007747.62,810022.24,31077.13,990587.8,40272.23,17674706.400000002
서대문구,2018,6734097.2,0.0,1167680.65,96128.82,1676935.11,1254345.62,41169.48,5024451.39,619390.91,29268.12,989657.02,41582.11,17674706.43
서대문구,2019,3113206.3,1373.17,1014955.36,158452.07,5079253.9,558950.24,68608.12,4931522.08,1682188.57,36465.36,993889.59,35183.11,17674047.87
서대문구,2020,3115709.39,708.81,1022485.46,174110.77,5080869.04,579996.56,57996.68,4905264.32,1646709.45,36504.17,1018805.95,35545.8,17674706.4
서대문구,2021,3132445.64,1373.17,1016458.46,192429.29,5139724.57,575671.05,58425.92,4905763.36,1726191.77,36504.18,854173.19,35545.81,17674706.41
서대문구,2022,3105212.33,1373.17,990046.91,195836.61,5194425.6,576696.15,47307.28,4917802.67,1782570.11,36504.18,791385.6,35545.81,17674706.42
서대문구,2023,2260752.05,1715.11,875797.93,191831.28,6428151.48,559394.32,44902.59,4846208.64,1673348.59,35987.08,718493.09,38124.25,17674706.409999996
서대문구,2024,2276110.67,1903.09,882383.34,199903.85,6310135.92,580707.49,43317.53,4873010.14,1750627.91,35498.68,683180.5,37927.29,17674706.409999996
서초구,2000,11735567.89,50031.76,3344862.7,169012.51,2210902.93,4016435.27,4397764.03,17638164.2,442388.64,41585.24,1381362.37,1457252.69,46885330.230000004
서초구,2001,11371841.16,96222.47,3398913.25,163358.89,2427863.58,4006746.2,4349351.56,17669697.71,543647.67,41018.26,1350309.49,1466360.12,46885330.36
서초구,2002,11008114.43,142413.18,3452963.81,157705.27,2644824.22,3997057.12,4300939.08,17701231.22,644906.69,40451.28,1319256.61,1475467.56,46885330.47
서초구,2003,10644387.7,188603.88,3507014.37,152051.66,2861784.87,3987368.05,4252526.61,17732764.73,746165.72,39884.3,1288203.73,1484574.99,46885330.61
서초구,2004,10280660.96,234794.59,3561064.93,146398.04,3078745.52,3977678.98,4204114.14,17764298.24,847424.74,39317.33,1257150.85,1493682.43,46885330.75
서초구,2005,9916934.23,280985.3,3615115.48,140744.42,3295706.16,3967989.9,4155701.67,17795831.74,948683.77,38750.35,1226097.97,1502789.86,46885330.85000001
서초구,2006,9553207.5,327176.0,3669166.04,135090.81,3512666.81,3958300.83,4107289.19,17827365.25,1049942.79,38183.37,1195045.09,1511897.3,46885330.980000004
서초구,2007,9189480.76,373366.71,3723216.6,129437.19,3729627.46,3948611.75,4058876.72,17858898.76,1151201.82,37616.39,1163992.22,1521004.73,46885331.11
서초구,2008,9331556.32,186683.36,3579037.37,213011.82,3854690.67,3471009.62,3799366.6,18283775.57,1475983.08,37616.39,1289191.81,1561249.9,47083172.51
서초구,2009,9473631.88,0.0,3434858.14,296586.45,3979753.88,2993407.49,3539856.47,18708652.38,1800764.35,37616.39,1414391.41,1601495.06,47281013.9
서초구,2010,9091544.84,6355.39,3766951.34,317984.81,4212967.27,2526659.42,3577584.91,18726967.07,1937741.2,28212.29,1371866.47,1617258.16,47182093.169999994
서초구,2011,8709457.81,12710.78,4099044.54,339383.18,4446180.67,2059911.34,3615313.35,18745281.75,2074718.05,18808.19,1329341.52,1633021.25,47083172.43
서초구,2012,8327370.77,19066.18,4431137.74,360781.55,4679394.06,1593163.27,3653041.78,18763596.44,2211694.9,9404.1,1286816.58,1648784.34,46984251.71000001
서초구,2013,7945283.74,25421.57,4763230.94,382179.92,4912607.45,1126415.19,3690770.22,18781911.12,2348671.76,0.0,1244291.64,1664547.44,46885330.99
서초구,2014,3408987.24,15485.59,2995922.7,364632.9,9714077.26,533805.1,2766553.01,19216510.98,4601230.01,118039.33,1742918.35,1407168.69,46885331.16
서초구,2015,4470340.34,18608.9,3258291.05,377345.8,8526677.92,636150.87,2895762.81,19162917.8,4279563.89,105052.69,1711469.75,1443149.36,46885331.17999999
서초구,2016,5531693.44,21732.21,3520659.4,390058.69,7339278.58,738496.64,3024972.62,19109324.62,3957897.76,92066.04,1680021.15,1479130.02,46885331.17
서초구,2017,6593046.53,24855.51,3783027.76,402771.59,6151879.24,840842.41,3154182.42,19055731.45,3636231.63,79079.4,1648572.55,1515110.68,46885331.169999994
서초구,2018,7654399.63,27978.82,4045396.11,415484.49,4964479.9,943188.17,3283392.22,19002138.27,3314565.5,66092.76,1617123.95,1551091.34,46885331.160000004
서초구,2019,3474121.35,12397.32,3147707.16,425884.26,10278559.66,580928.83,1892307.41,19046516.41,5347934.54,136050.77,1163546.81,1379376.59,46885331.11000001
서초구,2020,3468648.21,14342.11,3157278.75,413696.55,10304202.03,595774.54,2068433.73,18796082.81,5257967.78,171304.44,1238685.82,1398914.15,46885330.919999994
서초구,2021,3415744.95,12397.32,3161993.87,440475.93,10288156.71,621044.27,1870413.11,18866951.8,5420483.03,130564.33,1265366.31,1391739.52,46885331.150000006
서초구,2022,3309479.5,12397.32,3126241.8,456323.72,10276196.62,625198.35,1857584.8,18832497.48,5459057.06,129657.37,1409572.65,1391124.47,46885331.14
서초구,2023,2402173.24,11791.0,2368368.31,405434.97,12158053.61,503281.58,2175880.66,18607573.55,5343920.44,123869.91,1399030.05,1385954.48,46885331.79999999
서초구,2024,2353110.74,11763.65,2376244.76,419128.12,11959615.64,515645.93,2116912.65,18544364.97,5167391.13,119565.8,1933645.8,1367941.94,46885331.12999999
성동구,2000,7387377.0,521076.33,946770.8,0.0,1150340.61,2556898.31,0.0,444621.8,26216.11,191008.08,1126177.68,2454006.57,16804493.29
성동구,2001,6907111.47,450455.79,1152616.22,0.0,1377535.63,2577436.34,1926.76,421019.57,266836.24,166017.64,1037602.22,2445935.43,16804493.310000002
성동구,2002,6426845.95,379835.24,1358461.63,0.0,1604730.64,2597974.37,3853.52,397417.33,507456.38,141027.2,949026.75,2437864.29,16804493.3
성동구,2003,5946580.42,309214.69,1564307.05,0.0,1831925.65,2618512.41,5780.28,373815.1,748076.51,116036.75,860451.29,2429793.15,16804493.299999997
성동구,2004,5466314.9,238594.15,1770152.46,0.0,2059120.67,2639050.44,7707.04,350212.87,988696.65,91046.31,771875.83,2421722.01,16804493.33
성동구,2005,4986049.37,167973.6,1975997.87,0.0,2286315.68,2659588.47,9633.79,326610.63,1229316.79,66055.86,683300.36,2413650.87,16804493.29
성동구,2006,4505783.84,97353.06,2181843.29,0.0,2513510.69,2680126.5,11560.55,303008.4,1469936.92,41065.42,594724.9,2405579.73,16804493.3
성동구,2007,4025518.32,26732.51,2387688.7,0.0,2740705.7,2700664.53,13487.31,279406.17,1710557.06,16074.97,506149.44,2397508.59,16804493.3
성동구,2008,3985515.78,26732.51,2395959.45,0.0,2716165.45,2631659.37,9697.33,273973.79,1838966.33,16074.95,511881.1,2397867.24,16804493.3
성동구,2009,3945513.25,26732.51,2404230.2,0.0,2691625.2,2562654.2,5907.35,268541.42,1967375.6,16074.93,517612.76,2398225.88,16804493.299999997
성동구,2010,3946839.2,41223.68,2497792.41,31926.2,2760458.53,2305957.07,4430.51,315729.47,1919519.09,20923.0,574212.66,2385481.4,16804493.220000003
성동구,2011,3948165.16,55714.85,2591354.62,63852.41,2829291.87,2049259.94,2953.67,362917.52,1871662.59,25771.07,630812.57,2372736.92,16804493.189999998
성동구,2012,3949491.11,70206.03,2684916.84,95778.61,2898125.2,1792562.8,1476.84,410105.56,1823806.08,30619.14,687412.47,2359992.45,16804493.130000003
성동구,2013,3950817.06,84697.2,2778479.05,127704.82,2966958.53,1535865.67,0.0,457293.61,1775949.58,35467.22,744012.38,2347247.97,16804493.09
성동구,2014,2086183.94,216917.41,1766769.5,212179.48,5325294.32,807069.52,10909.9,519671.12,2290398.08,120604.83,1083933.85,2364561.37,16804493.32
성동구,2015,2600285.17,195163.3,1888003.93,206373.67,4759879.57,930031.13,8906.88,527594.08,2127501.3,116933.42,1057708.12,2386112.74,16804493.310000002
성동구,2016,3114386.39,173409.19,2009238.36,200567.87,4194464.82,1052992.75,6903.85,535517.04,1964604.53,113262.01,1031482.39,2407664.11,16804493.31
성동구,2017,3628487.62,151655.08,2130472.79,194762.06,3629050.07,1175954.36,4900.82,543440.0,1801707.76,109590.6,1005256.66,2429215.48,16804493.299999997
성동구,2018,4142588.84,129900.97,2251707.22,188956.25,3063635.32,1298915.98,2897.8,551362.96,1638810.98,105919.19,979030.93,2450766.86,16804493.3
성동구,2019,1944246.15,216917.41,1733397.03,247934.88,5639248.09,821324.19,16487.33,504782.7,2748225.29,120604.82,447934.78,2363390.62,16804493.289999995
성동구,2020,1944246.1,216917.41,1733089.9,247934.86,5639555.08,821324.17,16487.33,504782.71,2748225.24,120604.84,447934.81,2363390.99,16804493.44
성동구,2021,1941668.58,194666.87,1736619.75,253798.66,5642475.07,790160.94,16487.33,650972.94,2617284.27,105908.68,506185.3,2348264.9,16804493.29
성동구,2022,1879505.01,191236.69,1723025.82,271375.47,5658760.31,799101.03,16487.33,641424.88,2690807.78,85276.05,507111.51,2340381.42,16804493.3
성동구,2023,1361716.0,97846.99,1393167.78,244145.77,7076680.13,717370.72,14774.48,415850.64,2568039.65,83035.73,498331.05,2333534.36,16804493.300000004
성동구,2024,1359446.89,90403.56,1439688.96,241257.26,6707640.86,716419.7,17934.59,625436.48,2607942.23,80960.95,586789.5,2330572.31,16804493.29
성북구,2000,12164521.29,0.0,571094.84,0.0,705833.05,2385347.15,0.0,7842186.41,49508.64,0.0,811608.79,30121.79,24560221.96
성북구,2001,11723316.37,2221.79,711221.86,14003.51,952568.15,2401254.21,3206.91,7852795.38,87415.8,1797.76,765792.69,44627.49,24560221.919999998
성북구,2002,11282111.45,4443.58,851348.88,28007.02,1199303.26,2417161.28,6413.83,7863404.35,125322.97,3595.52,719976.6,59133.19,24560221.93
성북구,2003,10840906.53,6665.37,991475.9,42010.53,1446038.36,2433068.34,9620.74,7874013.32,163230.13,5393.29,674160.51,73638.88,24560221.899999995
성북구,2004,10399701.61,8887.16,1131602.93,56014.04,1692773.47,2448975.4,12827.66,7884622.29,201137.29,7191.05,628344.42,88144.58,24560221.9
성북구,2005,9958496.69,11108.95,1271729.95,70017.55,1939508.57,2464882.46,16034.57,7895231.26,239044.46,8988.81,582528.33,102650.27,24560221.869999997
성북구,2006,9517291.77,13330.74,1411856.97,84021.06,2186243.68,2480789.53,19241.48,7905840.24,276951.62,10786.57,536712.24,117155.97,24560221.869999997
성북구,2007,9076086.85,15552.53,1551983.99,98024.56,2432978.78,2496696.59,22448.4,7916449.21,314858.79,12584.33,490896.15,131661.67,24560221.849999998
성북구,2008,8928910.21,15552.53,1550572.79,96401.12,2452646.64,2482247.35,19851.06,7865446.72,424248.6,6292.17,674988.37,122316.19,24639473.750000007
성북구,2009,8781733.57,15552.53,1549161.58,94777.67,2472314.5,2467798.11,17253.72,7814444.23,533638.42,0.0,859080.6,112970.72,24718725.650000002
성북구,2010,8934994.49,12717.19,1625699.87,91857.31,2482629.85,2274274.64,17916.97,7775284.51,557156.4,0.0,795068.24,111500.22,24679099.689999998
성북구,2011,9088255.41,9881.85,1702238.16,88936.95,2492945.19,2080751.17,18580.22,7736124.79,580674.39,0.0,731055.88,110029.72,24639473.729999997
성북구,2012,9241516.33,7046.5,1778776.46,86016.59,2503260.53,1887227.7,19243.48,7696965.07,604192.38,0.0,667043.53,108559.23,24599847.799999997
성북구,2013,9394777.25,4211.16,1855314.75,83096.22,2513575.88,1693704.23,19906.73,7657805.36,627710.36,0.0,603031.17,107088.73,24560221.840000004
성북구,2014,5029552.12,5459.45,1377002.93,248991.49,5910231.37,863287.52,76527.29,7593243.23,2550669.17,26530.78,818089.03,60637.58,24560221.96
성북구,2015,6239251.65,4094.59,1297222.64,226888.26,5065681.12,1009741.36,68012.47,7637274.3,2153341.5,27642.25,769676.61,61395.2,24560221.95
성북구,2016,7448951.17,2729.72,1217442.35,204785.03,4221130.87,1156195.21,59497.66,7681305.37,1756013.83,28753.73,721264.2,62152.81,24560221.95
성북구,2017,8658650.7,1364.86,1137662.06,182681.8,3376580.62,1302649.05,50982.85,7725336.43,1358686.16,29865.2,672851.78,62910.43,24560221.939999998
성북구,2018,9868350.22,0.0,1057881.77,160578.57,2532030.37,1449102.9,42468.03,7769367.5,961358.5,30976.68,624439.37,63668.05,24560221.96
성북구,2019,4719509.93,5459.45,1332331.44,260343.25,5896118.95,870419.92,75660.19,7592858.2,2624029.21,26546.23,1095826.41,61118.77,24560221.95
성북구,2020,4696602.15,5459.45,1324588.41,260189.65,5868612.37,867637.59,75387.89,7622984.08,2618558.29,26546.24,1132537.0,61118.76,24560221.880000003
성북구,2021,4634194.49,5459.45,1282746.17,251927.4,6005686.63,865325.63,75314.14,7592850.99,2700574.99,26504.88,1058582.72,61054.46,24560221.95
성북구,2022,4519330.72,2357.1,1250051.81,293705.63,6045819.41,894124.08,69352.85,7592641.1,2754814.33,27051.67,1050076.02,60897.23,24560221.949999996
성북구,2023,3003482.87,1971.41,1142875.23,276588.32,8036618.17,767562.09,90257.19,7687033.19,2567924.87,26450.03,901625.02,57833.83,24560222.22
성북구,2024,2990198.91,1980.6,1172626.12,280675.04,7943387.81,782493.31,86877.78,7659311.29,2584269.73,26450.03,974117.51,57833.83,24560221.96
송파구,2000,10967976.21,107441.8,3507011.11,1192555.17,2605339.21,4838261.4,2587623.23,1176263.79,1109406.44,656065.13,1006298.09,4072581.01,33826822.589999996
송파구,2001,10966199.04,111292.98,3402654.12,1208871.2,2770588.59,4534343.29,2586888.78,1194444.8,1369770.83,646701.72,999718.64,4035348.87,33826822.86
송파구,2002,10964421.87,115144.16,3298297.13,1225187.22,2935837.97,4230425.18,2586154.34,1212625.81,1630135.21,637338.32,993139.19,3998116.72,33826823.120000005
송파구,2003,10962644.69,118995.34,3193940.14,1241503.25,3101087.35,3926507.07,2585419.89,1230806.82,1890499.6,627974.91,986559.75,3960884.58,33826823.39
송파구,2004,10960867.52,122846.51,3089583.14,1257819.28,3266336.73,3622588.95,2584685.45,1248987.83,2150863.99,618611.5,979980.3,3923652.43,33826823.63
송파구,2005,10959090.35,126697.69,2985226.15,1274135.31,3431586.11,3318670.84,2583951.0,1267168.84,2411228.38,609248.09,973400.85,3886420.29,33826823.9
송파구,2006,10957313.18,130548.87,2880869.16,1290451.34,3596835.49,3014752.73,2583216.55,1285349.86,2671592.76,599884.68,966821.4,3849188.14,33826824.16
송파구,2007,10955536.01,134400.04,2776512.17,1306767.37,3762084.87,2710834.62,2582482.11,1303530.87,2931957.15,590521.27,960241.95,3811956.0,33826824.43
송파구,2008,11029326.92,147496.5,2668713.43,1053859.89,3910187.06,2590121.68,1975887.9,1486159.27,3126001.65,586379.09,1412617.32,3840073.71,33826824.419999994
송파구,2009,11103117.82,160592.96,2560914.7,800952.41,4058289.26,2469408.74,1369293.7,1668787.67,3320046.14,582236.92,1864992.69,3868191.43,33826824.440000005
송파구,2010,10620492.77,129282.31,2946633.91,720473.58,4383956.5,2107735.62,1420089.43,1760017.06,3578315.16,554155.08,1724619.92,3881053.3,33826824.63999999
송파구,2011,10137867.72,97971.65,3332353.12,639994.75,4709623.73,1746062.5,1470885.16,1851246.46,3836584.17,526073.24,1584247.16,3893915.17,33826824.830000006
송파구,2012,9655242.66,66660.99,3718072.32,559515.92,5035290.97,1384389.38,1521680.89,1942475.85,4094853.19,497991.4,1443874.39,3906777.03,33826824.99
송파구,2013,9172617.61,35350.34,4103791.53,479037.09,5360958.21,1022716.26,1572476.62,2033705.24,4353122.21,469909.56,1303501.63,3919638.9,33826825.199999996
송파구,2014,3883034.84,14011.62,2376217.34,580609.45,11545807.89,720311.52,1162123.04,2129620.67,5845793.09,388895.1,1394029.81,3786370.02,33826824.39
송파구,2015,5218644.09,20186.8,2570381.0,573109.04,10048101.4,802193.96,1210670.33,2121554.59,5669961.91,383464.51,1400745.99,3807810.78,33826824.4
송파구,2016,6554253.35,26361.97,2764544.67,565608.63,8550394.91,884076.39,1259217.61,2113488.5,5494130.74,378033.91,1407462.17,3829251.54,33826824.39
송파구,2017,7889862.61,32537.15,2958708.33,558108.21,7052688.41,965958.82,1307764.9,2105422.42,5318299.57,372603.32,1414178.35,3850692.3,33826824.39
송파구,2018,9225471.87,38712.33,3152871.99,550607.8,5554981.92,1047841.26,1356312.18,2097356.33,5142468.4,367172.73,1420894.53,3872133.06,33826824.4
송파구,2019,3889746.45,9312.77,2580257.69,647222.27,12170693.5,753302.65,383385.94,2342701.94,5592980.03,379067.13,1334236.47,3743917.52,33826824.36
송파구,2020,3962223.58,16869.77,2642277.43,643536.81,12236132.51,735146.12,384913.96,1022645.35,5628256.65,385307.2,2424644.46,3744870.0,33826823.84
송파구,2021,3927429.79,9312.77,2581685.95,693769.44,12300265.66,764538.47,370920.56,1064134.89,5813242.6,378902.74,2178255.37,3744366.14,33826824.379999995
송파구,2022,3885353.51,9312.77,2578733.59,691806.59,12329525.67,742151.15,374842.29,1062897.0,5673187.94,378185.82,2362201.3,3738626.44,33826824.07
송파구,2023,2982044.05,6199.87,2264399.25,661878.04,14223996.55,692961.16,508496.22,1032955.58,5388845.47,294832.18,2033805.38,3736410.64,33826824.38999999
송파구,2024,2978746.3,7008.47,2309062.13,681339.37,14169754.18,709049.62,514466.53,1031148.56,5464774.46,287498.71,1957354.95,3716621.12,33826824.4
양천구,2000,9232478.09,101325.99,1907827.52,443541.19,1262420.34,1840517.96,60283.12,2027877.38,329791.34,0.0,125916.08,118316.02,17450295.029999997
양천구,2001,8858668.26,86852.25,1943837.84,443550.25,1531656.31,1798308.46,130039.65,2020571.87,318269.96,186.41,200306.02,118047.76,17450295.040000003
양천구,2002,8484858.43,72378.51,1979848.17,443559.32,1800892.28,1756098.95,199796.18,2013266.37,306748.58,372.82,274695.96,117779.5,17450295.069999997
양천구,2003,8111048.59,57904.76,2015858.49,443568.38,2070128.25,1713889.45,269552.72,2005960.86,295227.2,559.23,349085.9,117511.24,17450295.069999997
양천구,2004,7737238.76,43431.02,2051868.81,443577.44,2339364.21,1671679.94,339309.25,1998655.36,283705.82,745.64,423475.84,117242.98,17450295.069999997
양천구,2005,7363428.93,28957.28,2087879.14,443586.51,2608600.18,1629470.44,409065.78,1991349.85,272184.44,932.05,497865.78,116974.72,17450295.099999998
양천구,2006,6989619.1,14483.54,2123889.46,443595.57,2877836.15,1587260.93,478822.31,1984044.35,260663.06,1118.46,572255.73,116706.45,17450295.11
양천구,2007,6615809.27,9.8,2159899.78,443604.63,3147072.11,1545051.43,548578.84,1976738.84,249141.68,1304.87,646645.67,116438.19,17450295.11
양천구,2008,6566706.79,9.8,2154028.66,419015.61,3147072.05,1750766.11,352765.55,2070855.7,262434.35,652.44,865996.15,124493.62,17714796.83
양천구,2009,6517604.31,9.8,2148157.54,394426.6,3147072.0,1956480.78,156952.26,2164972.55,275727.02,0.0,1085346.62,132549.04,17979298.519999996
양천구,2010,6847915.7,9307.84,2189583.46,349791.15,2944127.81,1655098.76,157706.36,2160004.36,414995.33,0.0,986612.34,131904.56,17847047.669999998
양천구,2011,7178227.09,18605.88,2231009.39,305155.7,2741183.62,1353716.73,158460.46,2155036.17,554263.64,0.0,887878.06,131260.09,17714796.830000002
양천구,2012,7508538.49,27903.92,2272435.31,260520.25,2538239.43,1052334.7,159214.57,2150067.98,693531.95,0.0,789143.78,130615.61,17582545.99
양천구,2013,7838849.88,37201.96,2313861.23,215884.8,2335295.24,750952.67,159968.67,2145099.78,832800.27,0.0,690409.5,129971.14,17450295.14
